category,subcategory,skill_name,level,base_score,description,evidence_examples,developer_type
모니터링 및 관찰성,로깅 및 추적,에러 추적,Advanced,80,커스텀 인테그레이션 + 릴리스 추적,커스텀 인테그레이션 + 릴리스 추적,"DevOps,Backend"
보안,인증 및 권한,JWT,Basic,9,토큰 생성/검증 기본,토큰 생성/검증 기본,"Backend,Security"
보안,인증 및 권한,JWT,Intermediate,32,Refresh Token + 만료 처리,Refresh Token + 만료 처리,"Backend,Security"
보안,인증 및 권한,JWT,Advanced,80,커스텀 클레임 + 토큰 회전 전략,커스텀 클레임 + 토큰 회전 전략,"Backend,Security"
보안,인증 및 권한,OAuth2,Basic,9,기본 플로우 이해,기본 플로우 이해,"Backend,Security"
보안,인증 및 권한,OAuth2,Intermediate,35,Authorization Code + PKCE,Authorization Code + PKCE,"Backend,Security"
보안,인증 및 권한,OAuth2,Advanced,80,다중 제공자 + 동적 클라이언트 등록,다중 제공자 + 동적 클라이언트 등록,"Backend,Security"
보안,인증 및 권한,API 키 관리,Basic,8,환경 변수 사용,환경 변수 사용,"Backend,Security"
보안,인증 및 권한,API 키 관리,Intermediate,30,Secrets Manager 통합,Secrets Manager 통합,"Backend,Security"
보안,인증 및 권한,API 키 관리,Advanced,80,키 로테이션 + 감사 로그,키 로테이션 + 감사 로그,"Backend,Security"
보안,보안 강화,입력 검증,Basic,8,기본 타입 체크,기본 타입 체크,"Backend,Security"
보안,보안 강화,입력 검증,Intermediate,30,Pydantic 검증 + 새니타이징,Pydantic 검증 + 새니타이징,"Backend,Security"
보안,보안 강화,입력 검증,Advanced,80,OWASP 룰셋 + 커스텀 검증,OWASP 룰셋 + 커스텀 검증,"Backend,Security"
보안,보안 강화,암호화,Basic,8,bcrypt 기본 사용,bcrypt 기본 사용,"Backend,Security"
보안,보안 강화,암호화,Intermediate,32,Argon2 + Salt,Argon2 + Salt,"Backend,Security"
보안,보안 강화,암호화,Advanced,80,커스텀 KDF + HSM 통합,커스텀 KDF + HSM 통합,"Backend,Security"
메시지 큐 및 스트리밍,메시지 브로커,RabbitMQ,Basic,9,기본 송수신,기본 송수신,"Backend,Data,DevOps"
메시지 큐 및 스트리밍,메시지 브로커,RabbitMQ,Intermediate,32,Exchange + 라우팅 키,Exchange + 라우팅 키,"Backend,Data,DevOps"
메시지 큐 및 스트리밍,메시지 브로커,RabbitMQ,Advanced,80,우선순위 큐 + 데드 레터,우선순위 큐 + 데드 레터,"Backend,Data,DevOps"
메시지 큐 및 스트리밍,메시지 브로커,Kafka,Basic,10,Producer/Consumer 기본,Producer/Consumer 기본,"Backend,Data,DevOps"
메시지 큐 및 스트리밍,메시지 브로커,Kafka,Intermediate,38,파티션 + 컨슈머 그룹,파티션 + 컨슈머 그룹,"Backend,Data,DevOps"
메시지 큐 및 스트리밍,메시지 브로커,Kafka,Advanced,80,트랜잭션 + Exactly-once 시맨틱,트랜잭션 + Exactly-once 시맨틱,"Backend,Data,DevOps"
데이터 처리 최적화,대용량 데이터,Polars,Basic,9,기본 DataFrame 연산,기본 DataFrame 연산,"Data,AI/ML"
데이터 처리 최적화,대용량 데이터,Polars,Intermediate,35,LazyFrames + 표현식,LazyFrames + 표현식,"Data,AI/ML"
데이터 처리 최적화,대용량 데이터,Polars,Advanced,80,커스텀 표현식 + 스트리밍,커스텀 표현식 + 스트리밍,"Data,AI/ML"
데이터 처리 최적화,대용량 데이터,Dask,Basic,10,Dask DataFrame 생성,Dask DataFrame 생성,"Data,AI/ML"
데이터 처리 최적화,대용량 데이터,Dask,Intermediate,38,병렬 컴퓨팅 + 지연 평가,병렬 컴퓨팅 + 지연 평가,"Data,AI/ML"
데이터 처리 최적화,대용량 데이터,Dask,Advanced,80,분산 클러스터 + 메모리 최적화,분산 클러스터 + 메모리 최적화,"Data,AI/ML"
개발 도구,Git,기본 명령어,Basic,4,"add, commit, push 기본 사용",git add . && git commit -m 'msg',All
개발 도구,Git,기본 명령어,Intermediate,20,브랜치 전략 + rebase,"git rebase, git cherry-pick",All
개발 도구,Git,기본 명령어,Advanced,60,복잡한 히스토리 관리 + submodule,"git reflog, git bisect, submodule",All
API & 통신,GraphQL,쿼리 작성,Basic,8,기본 query/mutation,query { users { id name } },"Backend,Fullstack"
API & 통신,GraphQL,쿼리 작성,Intermediate,30,fragments + variables,"@include, @skip, fragments","Backend,Fullstack"
API & 통신,GraphQL,쿼리 작성,Advanced,76,스키마 설계 + 리졸버 최적화,"DataLoader, N+1 해결","Backend,Fullstack"
API & 통신,gRPC,서비스 정의,Basic,9,.proto 파일 작성,service UserService { rpc GetUser },Backend
API & 통신,gRPC,서비스 정의,Intermediate,32,스트리밍 RPC,"stream Request, stream Response",Backend
API & 통신,gRPC,서비스 정의,Advanced,80,인터셉터 + 메타데이터,"Custom interceptor, deadline",Backend
API & 통신,Protobuf,메시지 정의,Intermediate,28,복잡한 메시지 구조,"oneof, map, repeated","Backend,Data"
API & 통신,Protobuf,메시지 정의,Advanced,72,커스텀 옵션 + 확장,"extend, option","Backend,Data"
데이터 저장,ElasticSearch,인덱싱 및 검색,Basic,9,기본 CRUD,"index, search 기본 쿼리","Data,AI/ML"
데이터 저장,ElasticSearch,인덱싱 및 검색,Intermediate,35,복잡한 쿼리 DSL,"bool query, aggregations","Data,AI/ML"
데이터 저장,ElasticSearch,인덱싱 및 검색,Advanced,80,커스텀 analyzer + 성능 튜닝,"custom analyzer, shard 최적화","Data,AI/ML"
데이터 저장,Neo4j,그래프 쿼리,Intermediate,32,Cypher 쿼리 작성,"MATCH (n)-[r]->(m) RETURN n,r,m","Data,AI/ML"
데이터 저장,Neo4j,그래프 쿼리,Advanced,80,복잡한 그래프 알고리즘,"shortest path, PageRank","Data,AI/ML"
메시지 큐,Kafka,스트림 처리,Intermediate,35,Kafka Streams 기본,"KStream, KTable","Backend,Data,DevOps"
메시지 큐,Kafka,스트림 처리,Advanced,80,복잡한 토폴로지 + 상태 저장소,"windowing, joining streams","Backend,Data,DevOps"
인프라,Nginx,설정 및 운영,Basic,8,기본 서버 블록,server { listen 80; },DevOps
인프라,Nginx,설정 및 운영,Intermediate,30,리버스 프록시 + 로드밸런싱,"proxy_pass, upstream",DevOps
인프라,Nginx,설정 및 운영,Advanced,76,커스텀 모듈 + 성능 튜닝,"worker_processes, caching",DevOps
인프라,Terraform,인프라 코드,Basic,10,기본 리소스 정의,resource aws_instance,DevOps
인프라,Terraform,인프라 코드,Intermediate,38,모듈화 + 변수,"module, variables, outputs",DevOps
인프라,Terraform,인프라 코드,Advanced,80,복잡한 상태 관리 + 워크스페이스,"remote backend, workspaces",DevOps
인프라,Ansible,자동화,Basic,9,기본 플레이북,- hosts: all tasks: - name:,DevOps
인프라,Ansible,자동화,Intermediate,35,roles + inventory,"roles, group_vars",DevOps
인프라,Ansible,자동화,Advanced,80,커스텀 모듈 + 동적 인벤토리,"custom module, dynamic inventory",DevOps
모니터링,Prometheus,메트릭 수집,Basic,9,기본 메트릭 노출,"prometheus_client counter, gauge","DevOps,Backend"
모니터링,Prometheus,메트릭 수집,Intermediate,32,PromQL + 알림 규칙,"rate, histogram_quantile","DevOps,Backend"
모니터링,Prometheus,메트릭 수집,Advanced,80,서비스 디스커버리 + 연합,"file_sd, relabeling","DevOps,Backend"
모니터링,Grafana,대시보드,Basic,8,기본 패널 생성,"Graph, Stat panels","DevOps,Backend"
모니터링,Grafana,대시보드,Intermediate,30,템플릿 변수 + 알림,"variables, alerting","DevOps,Backend"
모니터링,Grafana,대시보드,Advanced,80,커스텀 플러그인 + 프로비저닝,"custom panel, provisioning","DevOps,Backend"
메시지 큐,RabbitMQ,Exchange 패턴,Intermediate,32,다양한 Exchange 타입,"direct, topic, fanout, headers","Backend,Data,DevOps"
메시지 큐,RabbitMQ,Exchange 패턴,Advanced,80,복잡한 라우팅 + 플러그인,"shovel, federation plugin","Backend,Data,DevOps"
데이터 저장,SQLite,임베디드 DB,Basic,6,기본 SQL 쿼리,"SELECT, INSERT, UPDATE","Data,AI/ML"
데이터 저장,SQLite,임베디드 DB,Intermediate,25,트랜잭션 + 인덱스,"BEGIN, CREATE INDEX","Data,AI/ML"
데이터 저장,SQLite,임베디드 DB,Advanced,68,WAL 모드 + 최적화,PRAGMA journal_mode=WAL,"Data,AI/ML"
클라우드 저장소,MinIO,객체 스토리지,Basic,9,기본 업로드/다운로드,"put_object, get_object",DevOps
클라우드 저장소,MinIO,객체 스토리지,Intermediate,32,버킷 정책 + 라이프사이클,"bucket policy, lifecycle rules",DevOps
클라우드 저장소,MinIO,객체 스토리지,Advanced,80,멀티파트 업로드 + 암호화,"multipart upload, SSE",DevOps
실시간 통신,WebSocket,양방향 통신,Basic,9,기본 연결 및 메시지,"WebSocket(), send(), onmessage",All
실시간 통신,WebSocket,양방향 통신,Intermediate,32,재연결 로직 + 하트비트,"ping/pong, reconnection",All
실시간 통신,WebSocket,양방향 통신,Advanced,80,스케일링 + Redis Pub/Sub,"horizontal scaling, pub/sub",All
실시간 통신,SSE,서버 푸시,Intermediate,28,기본 이벤트 스트림,"text/event-stream, EventSource",All
실시간 통신,SSE,서버 푸시,Advanced,72,재연결 + 커스텀 이벤트,"Last-Event-ID, custom events",All
템플릿 엔진,Jinja2,템플릿 작성,Basic,8,기본 변수 및 반복,"{{ var }}, {% for %}","Backend,Fullstack"
템플릿 엔진,Jinja2,템플릿 작성,Intermediate,28,상속 + 필터,"{% extends %}, {{ var|filter }}","Backend,Fullstack"
템플릿 엔진,Jinja2,템플릿 작성,Advanced,72,커스텀 필터 + 전역 함수,@app.template_filter,"Backend,Fullstack"
모니터링,New Relic,APM,Intermediate,30,기본 트랜잭션 추적,transaction tracing,"DevOps,Backend"
모니터링,New Relic,APM,Advanced,80,커스텀 메트릭 + 알림,"custom metrics, alert policies","DevOps,Backend"
보안,HashiCorp Vault,비밀 관리,Intermediate,32,시크릿 읽기/쓰기,"kv-v2 engine, dynamic secrets","Backend,Security"
보안,HashiCorp Vault,비밀 관리,Advanced,80,PKI + 동적 시크릿,"PKI engine, database secrets","Backend,Security"
인증 & 권한,LDAP,디렉토리 서비스,Intermediate,30,LDAP 쿼리 및 인증,"ldapsearch, bind","Backend,Security"
인증 & 권한,LDAP,디렉토리 서비스,Advanced,80,복잡한 필터 + 그룹 관리,"complex filters, nested groups","Backend,Security"
인증 & 권한,Keycloak,IAM,Intermediate,35,Realm 설정 + 클라이언트,"realms, clients, users","Backend,Security"
인증 & 권한,Keycloak,IAM,Advanced,80,커스텀 SPI + 페더레이션,"custom SPI, user federation","Backend,Security"
캐싱,Memcached,분산 캐시,Basic,8,기본 get/set,"client.get, client.set",All
캐싱,Memcached,분산 캐시,Intermediate,28,만료 시간 + CAS,"expiry, compare-and-swap",All
캐싱,Memcached,분산 캐시,Advanced,72,일관성 해싱 + 클러스터링,consistent hashing,All
캐싱,Varnish,HTTP 캐시,Intermediate,32,VCL 기본 설정,"vcl_recv, vcl_backend_response",All
캐싱,Varnish,HTTP 캐시,Advanced,80,복잡한 캐싱 전략 + ESI,"ESI, edge includes",All
빅데이터,Apache Spark,분산 처리,Intermediate,38,RDD 및 DataFrame 연산,"rdd.map, df.filter","Data,AI/ML"
빅데이터,Apache Spark,분산 처리,Advanced,80,MLlib + Spark Streaming,"MLlib pipelines, structured streaming","Data,AI/ML"
워크플로우,Airflow,Task Dependencies,Intermediate,35,TaskGroups + Sensors,"TaskGroup, ExternalTaskSensor","Backend,Data,DevOps"
워크플로우,Airflow,Task Dependencies,Advanced,80,Dynamic DAGs + SubDAGs,dynamic task mapping,"Backend,Data,DevOps"
워크플로우,Prefect,데이터 파이프라인,Basic,10,기본 Flow 작성,"@flow, @task","Backend,Data,DevOps"
워크플로우,Prefect,데이터 파이프라인,Intermediate,35,파라미터 + 재시도,"parameters, retries","Backend,Data,DevOps"
워크플로우,Prefect,데이터 파이프라인,Advanced,80,Deployment + Agents,"deployments, work queues","Backend,Data,DevOps"
웹 프레임워크,FastAPI 심화,WebSocket 처리,Intermediate,32,실시간 양방향 통신 구현,"WebSocket endpoint, await websocket.accept()","Backend,Fullstack"
웹 프레임워크,FastAPI 심화,WebSocket 처리,Advanced,80,스케일링 + Redis Pub/Sub 통합,WebSocket + Redis pub/sub,"Backend,DevOps"
웹 프레임워크,FastAPI 심화,GraphQL 통합,Intermediate,35,Strawberry/Ariadne 통합,GraphQL schema with FastAPI,"Backend,Fullstack"
웹 프레임워크,FastAPI 심화,GraphQL 통합,Advanced,80,DataLoader + 복잡한 리졸버,"DataLoader pattern, N+1 해결","Backend,Fullstack"
웹 프레임워크,FastAPI 심화,이벤트 시스템,Intermediate,30,startup/shutdown 이벤트,@app.on_event('startup'),"Backend,Fullstack"
웹 프레임워크,FastAPI 심화,이벤트 시스템,Advanced,76,Lifespan context manager,async with lifespan:,"Backend,Fullstack"
웹 프레임워크,Django 심화,Django Channels,Intermediate,38,WebSocket consumer 작성,AsyncWebsocketConsumer,"Backend,Fullstack"
웹 프레임워크,Django 심화,Django Channels,Advanced,80,Channel layers + Redis,"get_channel_layer, group_send","Backend,DevOps"
웹 프레임워크,Django 심화,Django Celery Beat,Intermediate,35,주기적 작업 스케줄링,"PeriodicTask, CrontabSchedule","Backend,Fullstack"
웹 프레임워크,Django 심화,Django Celery Beat,Advanced,80,동적 작업 생성 + 모니터링,Dynamic task creation,"Backend,DevOps"
웹 프레임워크,Django 심화,Django Rest Framework ViewSets,Advanced,80,커스텀 액션 + 복잡한 권한,"@action decorator, custom permissions","Backend,Fullstack"
웹 프레임워크,Django 심화,Django Ninja,Intermediate,32,FastAPI 스타일 Django,Django Ninja router,"Backend,Fullstack"
웹 프레임워크,Django 심화,Django Debug Toolbar,Intermediate,28,성능 프로파일링,"SQL queries, cache hits","Backend,Fullstack"
웹 프레임워크,Django 심화,Django Extensions,Intermediate,30,개발 생산성 도구,"shell_plus, runserver_plus","Backend,All"
웹 프레임워크,Flask 심화,Flask-CORS,Intermediate,25,CORS 설정,"CORS(app, resources={...})","Backend,Fullstack"
웹 프레임워크,Flask 심화,Flask-Limiter,Intermediate,30,Rate limiting,@limiter.limit('10 per minute'),"Backend,Fullstack"
웹 프레임워크,Flask 심화,Flask-Caching,Intermediate,32,캐싱 전략,@cache.cached(timeout=60),"Backend,Fullstack"
웹 프레임워크,Flask 심화,Flask-Migrate,Intermediate,30,Alembic 기반 마이그레이션,flask db migrate,"Backend,Fullstack"
웹 프레임워크,Flask 심화,Flask-JWT-Extended,Intermediate,35,JWT 인증,create_access_token,"Backend,Fullstack"
웹 프레임워크,Flask 심화,Flask-Mail,Intermediate,28,이메일 발송,"Message, mail.send","Backend,Fullstack"
프론트엔드 통합,HTMX,동적 UI,Basic,10,HTML over the wire,"hx-get, hx-post","Frontend,Fullstack"
프론트엔드 통합,HTMX,동적 UI,Intermediate,32,이벤트 + 트리거,"hx-trigger, hx-swap","Frontend,Fullstack"
프론트엔드 통합,Alpine.js,경량 JS 프레임워크,Basic,9,기본 디렉티브,"x-data, x-show","Frontend,Fullstack"
프론트엔드 통합,Alpine.js,경량 JS 프레임워크,Intermediate,30,컴포넌트 + 스토어,"Alpine.store, Alpine.data","Frontend,Fullstack"
프론트엔드 통합,Tailwind CSS,유틸리티 CSS,Basic,9,기본 클래스 사용,"flex, grid, p-4","Frontend,Fullstack"
프론트엔드 통합,Tailwind CSS,유틸리티 CSS,Intermediate,30,커스텀 설정,tailwind.config.js,"Frontend,Fullstack"
프론트엔드 통합,Bootstrap,CSS 프레임워크,Basic,8,그리드 시스템,"container, row, col","Frontend,Fullstack"
프론트엔드 통합,Webpack,번들러,Intermediate,32,기본 설정,webpack.config.js,"Frontend,Fullstack"
프론트엔드 통합,Vite,빌드 도구,Intermediate,30,빠른 개발 서버,vite.config.js,"Frontend,Fullstack"
데이터베이스,PostgreSQL,고급 쿼리,Intermediate,35,CTE + Window 함수,"WITH RECURSIVE, ROW_NUMBER()","Backend,Data"
데이터베이스,PostgreSQL,고급 쿼리,Advanced,80,Full-text search + GIN 인덱스,"tsvector, tsquery, GIN index","Backend,Data"
데이터베이스,PostgreSQL,파티셔닝,Advanced,80,테이블 파티셔닝,PARTITION BY RANGE,"Backend,Data,DevOps"
데이터베이스,PostgreSQL,복제,Advanced,80,스트리밍 복제,"pg_basebackup, replication slots","DevOps,Data"
데이터베이스,PostgreSQL,JSON 처리,Intermediate,32,JSONB 타입,jsonb_path_query,"Backend,Data"
데이터베이스,PostgreSQL,PL/pgSQL,Advanced,76,저장 프로시저,"CREATE FUNCTION, TRIGGER","Backend,Data"
데이터베이스,MySQL,InnoDB 최적화,Advanced,76,버퍼 풀 튜닝,innodb_buffer_pool_size,"Backend,DevOps"
데이터베이스,MySQL,레플리케이션,Advanced,80,Master-Slave 설정,"binlog, slave configuration","DevOps,Data"
데이터베이스,MongoDB,집계 최적화,Advanced,80,인덱스 활용 + 파이프라인,$lookup with index,"Backend,Data"
데이터베이스,MongoDB,샤딩,Advanced,80,분산 데이터,sh.shardCollection,"DevOps,Data"
데이터베이스,MongoDB,Change Streams,Advanced,76,실시간 변경 감지,watch() on collection,"Backend,Data"
데이터베이스,MongoDB,GridFS,Intermediate,32,대용량 파일 저장,GridFS bucket,"Backend,Data"
데이터베이스,Redis,Redis Streams,Intermediate,35,이벤트 스트리밍,"XADD, XREAD, consumer groups","Backend,Data"
데이터베이스,Redis,Redis Streams,Advanced,80,복잡한 컨슈머 그룹,"XACK, XPENDING","Backend,Data"
데이터베이스,Redis,Redis Modules,Advanced,76,"RediSearch, RedisJSON","FT.CREATE, JSON.SET","Backend,Data"
데이터베이스,Redis,Redis Cluster,Advanced,80,클러스터 운영,"CLUSTER SLOTS, resharding","DevOps,Data"
데이터베이스,Redis,Redis Sentinel,Advanced,76,고가용성,"sentinel.conf, failover","Backend,Data,DevOps"
AI/ML,자연어 처리,spaCy,Basic,10,기본 NLP 파이프라인,"nlp = spacy.load, doc = nlp(text)","AI/ML,Data"
AI/ML,자연어 처리,spaCy,Intermediate,35,커스텀 컴포넌트,"Language.component, custom pipeline","AI/ML,Data"
AI/ML,자연어 처리,spaCy,Advanced,80,학습 + 배포,"spacy train, packaging","AI/ML,Data"
AI/ML,자연어 처리,NLTK,Basic,9,토큰화 + 품사 태깅,"word_tokenize, pos_tag","AI/ML,Data"
AI/ML,자연어 처리,NLTK,Intermediate,30,감성 분석,SentimentIntensityAnalyzer,"AI/ML,Data"
AI/ML,자연어 처리,Gensim,Intermediate,32,토픽 모델링,"LdaModel, Word2Vec","AI/ML,Data"
AI/ML,자연어 처리,Gensim,Advanced,76,Doc2Vec + 커스텀 코퍼스,Doc2Vec training,"AI/ML,Data"
AI/ML,자연어 처리,SentenceTransformers,Intermediate,35,문장 임베딩,model.encode(sentences),"AI/ML,Data"
AI/ML,자연어 처리,SentenceTransformers,Advanced,80,파인튜닝,"InputExample, DataLoader","AI/ML,Data"
AI/ML,컴퓨터 비전,OpenCV,Basic,10,이미지 읽기/쓰기,"cv2.imread, cv2.imshow",AI/ML
AI/ML,컴퓨터 비전,OpenCV,Intermediate,35,이미지 처리,"cv2.filter2D, cv2.threshold",AI/ML
AI/ML,컴퓨터 비전,OpenCV,Advanced,80,객체 감지 + 추적,"cv2.TrackerKCF, cascade classifier",AI/ML
AI/ML,컴퓨터 비전,Pillow,Basic,9,이미지 조작,"Image.open, resize, crop","AI/ML,Backend,All"
AI/ML,컴퓨터 비전,Pillow,Intermediate,30,필터 + 변환,"ImageFilter, ImageOps","AI/ML,Backend"
AI/ML,컴퓨터 비전,torchvision,Intermediate,35,사전 학습 모델,models.resnet50(pretrained=True),AI/ML
AI/ML,컴퓨터 비전,torchvision,Advanced,80,커스텀 데이터셋,"Dataset, DataLoader, transforms",AI/ML
AI/ML,컴퓨터 비전,YOLO,Intermediate,38,객체 감지,"YOLOv8, ultralytics",AI/ML
AI/ML,컴퓨터 비전,YOLO,Advanced,80,커스텀 학습,Custom dataset training,AI/ML
AI/ML,강화학습,OpenAI Gym,Basic,12,기본 환경,"env = gym.make, env.step",AI/ML
AI/ML,강화학습,OpenAI Gym,Intermediate,38,커스텀 환경,gym.Env 상속,AI/ML
AI/ML,강화학습,Stable Baselines3,Intermediate,40,RL 알고리즘,"PPO, A2C, SAC",AI/ML
AI/ML,강화학습,Stable Baselines3,Advanced,80,하이퍼파라미터 튜닝,Optuna + SB3,AI/ML
AI/ML,MLOps,MLflow,Basic,12,실험 추적,"mlflow.log_param, log_metric","AI/ML,Data"
AI/ML,MLOps,MLflow,Intermediate,38,모델 레지스트리,mlflow.register_model,"AI/ML,DevOps"
AI/ML,MLOps,MLflow,Advanced,80,모델 배포,"MLflow serving, REST API","AI/ML,DevOps"
AI/ML,MLOps,Weights & Biases,Basic,12,실험 로깅,"wandb.init, wandb.log","AI/ML,DevOps"
AI/ML,MLOps,Weights & Biases,Intermediate,38,하이퍼파라미터 스윕,wandb.sweep,"AI/ML,DevOps"
AI/ML,MLOps,DVC,Intermediate,35,데이터 버전 관리,"dvc add, dvc push","AI/ML,Data"
AI/ML,MLOps,DVC,Advanced,80,파이프라인 관리,"dvc.yaml, dvc repro","AI/ML,Data,DevOps"
AI/ML,MLOps,Kubeflow,Advanced,80,ML 파이프라인,"Kubeflow Pipelines, KFServing","AI/ML,DevOps"
데이터 엔지니어링,Airflow,TaskFlow API,Intermediate,35,파이썬 데코레이터,@task decorator,"Data,Backend"
데이터 엔지니어링,Airflow,TaskFlow API,Advanced,80,XCom + 타입 힌트,"Typed XCom, TaskGroup","Data,Backend,DevOps"
데이터 엔지니어링,Airflow,커스텀 오퍼레이터,Advanced,80,BaseOperator 상속,Custom operator class,"Data,Backend,DevOps"
데이터 엔지니어링,Airflow,Sensor,Intermediate,32,외부 이벤트 대기,"ExternalTaskSensor, FileSensor","Data,Backend,DevOps"
데이터 엔지니어링,Airflow,Connection & Hook,Intermediate,35,외부 시스템 연동,"Hook, Connection","Data,Backend"
데이터 엔지니어링,Spark,Spark SQL,Intermediate,38,DataFrame 연산,"df.select, df.filter, df.groupBy","Backend,Data"
데이터 엔지니어링,Spark,Spark SQL,Advanced,80,UDF + 윈도우 함수,"udf, Window.partitionBy","Backend,Data"
데이터 엔지니어링,Spark,Spark Streaming,Advanced,80,실시간 처리,"readStream, writeStream",Data
데이터 엔지니어링,Spark,Spark MLlib,Intermediate,38,분산 머신러닝,"Pipeline, VectorAssembler","Data,AI/ML"
데이터 엔지니어링,Spark,PySpark 최적화,Advanced,80,파티셔닝 + 캐싱,"repartition, cache, broadcast",Data
데이터 엔지니어링,Kafka,Kafka Connect,Intermediate,38,커넥터 설정,Source/Sink connectors,"Data,Backend"
데이터 엔지니어링,Kafka,Kafka Connect,Advanced,80,커스텀 커넥터,Custom connector development,"Backend,Data,DevOps"
데이터 엔지니어링,Kafka,ksqlDB,Intermediate,38,SQL 스트림 처리,"CREATE STREAM, SELECT","Backend,Data"
데이터 엔지니어링,Kafka,ksqlDB,Advanced,80,복잡한 조인 + 집계,"Stream-table join, windowing","Backend,Data"
데이터 엔지니어링,Kafka,Schema Registry,Intermediate,35,Avro 스키마 관리,"Schema Registry, Avro","Data,Backend"
데이터 엔지니어링,DBT,모델 작성,Basic,12,SQL 변환,{{ ref('model') }},Data
데이터 엔지니어링,DBT,모델 작성,Intermediate,38,증분 모델,"incremental models, {{ is_incremental() }}",Data
데이터 엔지니어링,DBT,테스트,Intermediate,32,데이터 품질,schema.yml tests,"Data,QA"
데이터 엔지니어링,DBT,매크로,Advanced,76,재사용 가능한 SQL,"{% macro %}, Jinja",Data
데이터 엔지니어링,Great Expectations,데이터 검증,Intermediate,35,Expectation 작성,expect_column_values_to_be_unique,"Data,QA"
데이터 엔지니어링,Great Expectations,데이터 검증,Advanced,80,커스텀 Expectation,Custom expectation class,"Data,QA"
DevOps,Kubernetes,Pod 관리,Basic,12,기본 Pod 배포,kubectl create pod,DevOps
DevOps,Kubernetes,Pod 관리,Intermediate,38,Deployment + Service,kubectl apply -f deployment.yaml,DevOps
DevOps,Kubernetes,ConfigMap & Secret,Intermediate,35,설정 관리,"ConfigMap, Secret","DevOps,Backend"
DevOps,Kubernetes,StatefulSet,Advanced,76,상태 유지 앱,"StatefulSet, PVC",DevOps
DevOps,Kubernetes,Ingress,Intermediate,38,라우팅,"Ingress, Ingress Controller",DevOps
DevOps,Kubernetes,Helm,Intermediate,40,패키지 관리,"helm install, Chart.yaml",DevOps
DevOps,Kubernetes,Helm,Advanced,80,커스텀 차트,"templates, values.yaml",DevOps
DevOps,Kubernetes,Operators,Advanced,80,커스텀 리소스,"CRD, Operator pattern",DevOps
DevOps,Kubernetes,Service Mesh (Istio),Advanced,80,트래픽 관리,"Istio, Envoy proxy",DevOps
DevOps,CI/CD,GitHub Actions,Basic,6,기본 워크플로우,"on: push, jobs","DevOps,All"
DevOps,CI/CD,GitHub Actions,Intermediate,28,매트릭스 빌드,strategy.matrix,All
DevOps,CI/CD,GitHub Actions,Advanced,68,재사용 가능한 워크플로우,"workflow_call, composite actions",All
DevOps,CI/CD,GitLab CI,Intermediate,35,.gitlab-ci.yml,"stages, jobs, artifacts",All
DevOps,CI/CD,GitLab CI,Advanced,80,복잡한 파이프라인,"needs, rules, include",All
DevOps,CI/CD,Jenkins,Intermediate,38,Jenkinsfile,"pipeline, stages",DevOps
DevOps,CI/CD,Jenkins,Advanced,80,Shared Libraries,"vars, src directories",DevOps
DevOps,CI/CD,ArgoCD,Intermediate,40,GitOps,"Application CRD, sync",DevOps
DevOps,CI/CD,ArgoCD,Advanced,80,ApplicationSet,"generators, multi-cluster",DevOps
DevOps,Terraform,State 관리,Intermediate,35,Remote backend,"backend s3, state locking",DevOps
DevOps,Terraform,State 관리,Advanced,80,State 마이그레이션,"terraform state mv, import",DevOps
DevOps,Terraform,Modules,Intermediate,38,재사용 가능한 모듈,"module source, outputs",DevOps
DevOps,Terraform,Modules,Advanced,80,복잡한 모듈 구조,"for_each, dynamic blocks",DevOps
DevOps,Terraform,Providers,Advanced,76,커스텀 프로바이더,Plugin development,DevOps
DevOps,Monitoring,Prometheus AlertManager,Intermediate,35,알림 규칙,"alertmanager.yml, routes","DevOps,Backend"
DevOps,Monitoring,Prometheus AlertManager,Advanced,80,복잡한 라우팅,"inhibit_rules, receivers","DevOps,Backend"
DevOps,Monitoring,Grafana Loki,Intermediate,38,로그 집계,LogQL queries,"DevOps,Backend"
DevOps,Monitoring,Grafana Loki,Advanced,80,멀티 테넌시,tenant isolation,"DevOps,Backend"
DevOps,Monitoring,Jaeger,Intermediate,38,분산 추적,"OpenTracing, spans","DevOps,Backend"
DevOps,Monitoring,Jaeger,Advanced,80,커스텀 계측,Custom instrumentation,"DevOps,Backend"
DevOps,Monitoring,ELK Stack,Intermediate,40,로그 파이프라인,"Elasticsearch, Logstash, Kibana","DevOps,Data"
DevOps,Monitoring,ELK Stack,Advanced,80,복잡한 파싱,Logstash grok patterns,"DevOps,Data"
클라우드,AWS Lambda,서버리스 함수,Basic,10,기본 Lambda 함수,"lambda_handler, event","Backend,DevOps"
클라우드,AWS Lambda,서버리스 함수,Intermediate,35,이벤트 소스 통합,"S3, SNS, SQS triggers","Backend,DevOps"
클라우드,AWS Lambda,서버리스 함수,Advanced,80,Lambda Layers + 최적화,"Layers, cold start optimization","Backend,DevOps"
클라우드,AWS S3,객체 스토리지,Basic,9,파일 업로드/다운로드,boto3 s3.upload_file,"Backend,DevOps,All"
클라우드,AWS S3,객체 스토리지,Intermediate,32,버킷 정책 + CORS,"bucket policy, CORS configuration","Backend,DevOps"
클라우드,AWS S3,객체 스토리지,Advanced,76,라이프사이클 + 암호화,"lifecycle rules, KMS encryption","DevOps,Backend"
